hgnc_symbol	TCGA.A7.A13D.01A.13R.A12P.07	TCGA.E9.A1RH.11A.34R.A169.07
ZC3H15	138.5725	51.4911
MAP2K4	13.3369	16.5755
SNAP91	0.2176	0.1887
SLK	5.1945	43.1037
CYB5R4	2.9664	4.6008
COL17A1	19.2971	36.4776
GSTO2	0.4273	1.1508
SEC61A2	9.8109	2.7844
PRKCQ	0.0757	0.8273
TLE2	15.0648	23.1255
ASB1	10.8184	14.055
FAM107B	29.977	42.0794
ME1	12.5112	104.7507
TBC1D1	61.5809	16.6707
CDK13	9.0212	5.0602
MTHFD2	28.5646	4.0649
SLC9A7	17.4084	3.941
FOXJ2	21.077	19.6178
YBX1	687.6005	312.0858
PDE4A	6.9508	13.0217
PPP2R5A	43.2755	135.1858
CTNNA2	0	0.0115
ELAVL1	37.0453	19.2728
TIE1	11.646	29.5753
DIP2B	30.5176	12.6116
SMARCD1	43.6165	23.4658
KDM4A	22.8591	7.6789
NFYC	26.8719	13.9631
ZMYND12	1.0752	4.0472
SLC9A3	0.3815	0.0677
NGEF	10.211	0.6611
ASPM	11.0257	0.3656
CD84	0.8302	4.1843
ELOVL1	152.3739	66.544
SPI1	9.7834	16.2683
MPPED2	0.4748	1.8898
CLDN18	0.0806	0.198
ZBTB11	11.7434	10.9139
ATXN3	3.6152	8.3618
GOLGA5	42.3449	40.596
FGFR2	16.8644	8.1915
LRRC40	20.7795	15.2652
ISOC1	25.9497	52.939
EML1	6.2467	12.1861
TRMT11	5.6767	4.159
THUMPD1	15.3577	28.7463
MSANTD3	22.437	6.4068
KIF26A	1.3589	5.1172
ATG2B	3.409	8.9112
ARFGEF1	31.519	16.6832
ACSM2B	0.0061	0.1008
ZFAT	8.1795	2.2947
MTFR1	40.2159	11.4786
STAG3	0.4592	0.7511
FECH	6.8958	9.7484
MYO9A	3.3542	7.8872
DDX3Y	0.0087	0.0076
PFKP	126.727	7.7714
IDI1	42.3278	18.8512
SP100	10.7176	14.3761
KLF6	116.9481	68.96
NEO1	15.8632	20.7545
TRAM1	184.0004	156.5901
PHKA1	21.0975	5.056
TNFRSF1A	67.5985	97.9471
CACNB1	1.8139	0.8414
EVI5	5.4381	10.3833
STOML1	3.0296	3.161
PKM	618.4613	97.8162
DHX29	14.3082	27.7149
DNTTIP2	43.0064	18.8432
METTL22	2.1702	3.4599
TP53BP1	9.6707	7.8795
TRO	3.0386	9.2324
RRP15	9.3368	8.4704
RHOA	325.6437	354.4107
DHX8	16.9632	11.8504
PRKCZ	7.4178	0.6185
ZFY	0	0
IARS2	78.3242	127.8087
SYT1	1.0777	1.4019
NAV3	0.7102	3.2066
IDH3G	54.0456	34.1439
ROGDI	4.7782	1.4371
PDZD4	5.5516	2.3125
ATP2B3	0.0132	0
ROCK1	11.0828	26.1373
CBFB	22.824	16.1004
PDK3	48.1184	8.839
HYAL2	20.3712	18.2922
HDAC4	3.7486	6.9382
RASSF1	18.1536	16.6474
FGFR3	0.7925	1.2852
IFI35	51.5262	28.1979
HEATR6	4.6177	6.5042
COASY	53.0262	31.9045
PLEKHH3	52.4093	7.6484
MEF2A	17.5732	29.2418
OTUD5	52.7953	46.5179
TFE3	66.1792	86.6617
TBC1D25	17.2105	11.2046
ACSL4	23.1869	56.1587
INPP5A	21.3647	21.432
GPKOW	56.0946	25.236
GRIPAP1	18.4892	12.2957
FTSJ1	50.5903	21.1675
PRR11	13.6004	1.001
REEP1	0.8535	1.8726
ATP11A	16.4477	7.9556
POLR1A	27.3891	9.5154
LAPTM4A	967.1177	738.374
TTC7A	27.0185	10.7872
IP6K2	47.6951	20.042
STON1-GTF2A1L	0.0116	0.1612
SRBD1	14.2911	11.0124
KIF2A	6.5839	9.2971
RASGRP2	0.8447	2.9443
PSME4	73.6331	15.2141
IFT80	3.5448	3.1168
SIRT2	37.2932	30.6721
ERLEC1	68.1249	76.2719
PPP2R5B	14.5083	13.6633
PYGM	0.4178	16.1446
PAGE1	0	0
PITX1	23.3966	1.0685
TRPC7	0	0
MAST4	3.3252	15.3263
ADGRF5	19.2446	78.81
SDK2	1.5349	1.7759
ADAM7	0.0111	0
NUP133	29.0872	28.9742
NUCKS1	131.7441	195.4391
VPS35	41.7649	41.4109
DNAJA2	34.7081	51.4231
BCL3	78.5682	15.9287
KCNAB2	1.8226	1.8203
ABCC9	3.0154	27.3524
GAL	63.4055	0.3994
CLEC2D	1.2842	1.7731
FUNDC1	30.7628	20.5847
MAOB	54.5143	196.273
RORA	2.4562	5.015
DRD4	2.0277	0.4612
TGFBR3	1.018	137.7176
PLA2G10	1.5924	0.6329
HES2	3.9495	0.1761
ATP1B3	137.6936	76.5187
NEDD4	6.4598	7.0676
PIGB	3.3835	5.3158
MAPK6	23.9808	12.0852
GNB5	3.0169	2.3858
RAB27A	9.9559	10.4022
LRP6	16.8708	19.763
GUCY2C	1.2263	0.2994
SCT	8.7269	0.0823
PHRF1	25.9094	11.3465
NUCB2	13.2409	20.1507
PFN2	114.5077	31.5565
PTPN3	10.0689	9.0737
SPTB	0.1416	2.1874
DAPP1	10.3813	1.2255
FGF10	0.1559	23.2946
SLC44A1	31.822	26.2985
TMEM260	5.8599	6.0519
SMG6	5.2077	8.8807
EXOC5	12.3378	18.8522
CLTCL1	2.6159	2.0963
FGF22	0.0539	0.0935
FSTL3	28.0322	29.4453
DGCR2	72.1502	38.5215
RNF126	20.9873	9.2003
MNT	7.9135	4.0927
ZXDC	17.0879	8.0174
JMJD6	24.793	6.1906
POLB	17.4379	6.9656
ST6GALNAC1	0.4555	2.9432
WIPI1	29.0604	16.9745
FRMPD1	0.1772	1.1415
GBA2	35.1854	19.9094
NDST1	70.1473	48.2057
ASNS	0.428	0.1061
AP3M2	8.9122	10.0037
CNGB1	0.0683	0.0059
ST6GALNAC2	4.6538	2.7818
CHAT	0.0076	0
PABPC1	1998.213	260.9927
TESK2	6.0734	3.0767
CFAP20	27.1585	17.3678
CSNK2A2	7.6169	12.3841
PTPN21	3.669	18.3513
EIF2B3	28.0707	31.5607
CAMK2A	0.3068	0.056
TCOF1	28.7011	6.1619
CDC42	50.2264	35.9167
OSBPL3	16.8641	3.0383
EPHA8	3.7922	0
SLC12A3	0.0404	0.007
RAD18	8.6588	4.2811
ATP2B1	10.956	14.6523
TRPM5	0.0252	0
NCK2	88.7047	25.1179
MAP4K4	63.7072	33.5597
MGAT4A	10.1644	7.9749
RPL31	329.2128	286.2552
WDR1	139.2378	57.6535
SNX13	6.4367	11.1243
MS4A12	0	0
ARHGAP10	4.746	11.8442
RPS6KA2	16.533	29.9911
ING3	4.884	7.1893
VASH1	4.5661	6.0324
LMCD1	17.4261	26.1868
SEL1L	28.6273	52.4456
TRIP13	73.8884	1.6687
ATP6AP1	132.3285	41.7007
TCF3	54.6063	11.2116
TRIB2	65.0771	27.9156
DAZAP1	29.7984	14.5876
MBD3	13.6646	7.8343
PRLH	0	0
HLTF	15.6875	14.4087
FAM50A	101.2375	48.1352
FAM3A	31.8379	13.1301
CPSF1	40.4483	15.5777
MYO3B	1.5267	0.1103
CYBRD1	41.0682	603.4923
CDH19	6.9129	0.5673
PDCD2	16.4957	16.6569
SLC6A15	1.4351	0.2677
RDH11	18.8945	18.4708
PRKACA	29.202	41.3631
ADGRL1	24.6802	17.3036
SPP2	0	0
ACTN1	165.6989	80.8048
ZFYVE26	5.5034	7.9107
RPS6KA6	1.2766	1.0283
EPN2	7.2292	4.3386
PTPN18	50.0956	27.8773
LIMS2	5.9548	26.0923
ASIC4	0.0665	0
SPEG	3.6254	0.9558
LNX1	6.1305	5.8472
ALDH3A2	7.6742	36.5351
TFRC	85.0986	14.0677
SREBF1	56.705	27.3116
TRPC5	0	0
AFF4	23.0126	30.4775
UBE2D1	19.2556	12.471
RHOBTB1	17.6236	12.0781
SMC1A	52.374	21.8583
HSD17B10	356.4915	104.593
MARK2	22.3571	5.4694
HMMR	13.489	0.5722
CHFR	4.7029	2.0581
TRHDE	0.0041	2.8472
P4HA2	28.6217	9.5628
FCGR2B	1.0503	6.5837
NFATC3	6.5556	13.1586
TRNT1	4.2998	7.0176
ACADVL	141.1252	188.0142
STK10	15.005	9.3382
FBXW11	24.8001	32.3452
ACAP1	1.123	1.4404
CRMP1	4.7499	6.5373
EVC	9.1284	12.1861
DERL2	13.8203	15.5574
SIDT1	1.0238	1.8033
NDE1	7.7906	3.7387
TMEM38A	33.4417	3.9401
AP1M1	12.4225	12.7898
PVR	37.1147	6.3932
XRCC1	37.1716	14.691
SCARB1	44.2877	31.2124
CYP2W1	0.0536	0.0155
MCM2	41.9269	2.7898
MOV10L1	0.196	0.4659
PANX2	6.046	0.3765
TP63	0.9006	5.7623
ALPK1	2.9226	4.89
LLGL2	85.6624	2.4744
PDE8A	5.8972	19.5371
CLCN4	13.9023	7.9134
NLE1	10.0793	6.7808
SDHA	4.8045	2.177
SMARCE1	1.294	1.2205
FNDC8	0.369	0.096
GSDMB	5.1881	11.365
KDM5A	18.2094	16.399
ADAM11	0.3317	0.2337
PPP2R3A	19.2659	9.2874
FERMT2	19.2436	105.4759
ABCB11	0.0065	0.3085
DHRS9	0.3859	2.3769
CD5L	0	0
PTGS2	7.2592	0.8958
IGF2BP2	10.2974	2.5247
MAP3K13	21.1869	4.535
ST6GAL1	31.5216	16.2638
TBX21	0.114	0.7582
FRY	2.2973	7.0945
PICALM	84.7796	126.8941
NSF	24.1551	13.3827
GLI2	1.2668	1.8664
CLASP1	22.7792	22.3089
MRPS34	117.7475	53.6506
NOTCH3	89.3375	48.2133
CLNS1A	30.7802	29.7812
PPP2R2C	8.7474	0.3326
TEAD2	223.6919	19.5292
EED	6.8462	5.9052
CDHR2	0.4945	0.0243
SNCB	0.1988	0.0646
TSG101	29.2809	38.1858
ATP2A3	3.4673	7.9533
CA12	22.388	18.9387
MGLL	10.4894	149.3952
NTN4	19.6609	52.4384
BCS1L	16.7745	10.9998
NUAK1	16.4324	24.45
DPP8	14.2049	17.7212
SLC24A1	2.1147	4.487
ZNF532	31.4425	17.1692
SCARF1	4.6594	9.722
LMAN1	101.2867	68.0117
IPCEF1	0.2002	0.3881
ZZEF1	9.2266	12.2852
NOX3	0	0
ENO1	1329.1715	264.9571
SLC12A1	0.0777	0.0371
MYDGF	196.4443	51.5084
ANO8	4.4761	7.4867
TUBE1	2.0347	5.2751
ARHGEF10L	31.2458	11.092
TXK	0.0864	0.6367
WSCD2	0.2443	2.1442
KCNQ2	0.1054	0
TACR2	1.4002	1.0514
ACTR6	13.1379	15.7167
TIPIN	7.1774	4.913
SRI	65.7636	37.0644
EIF4G3	21.5419	23.7042
NUP37	10.6428	7.1206
SEMA3A	0.6844	2.8834
GTSE1	16.2557	0.5681
SEMA3C	79.8326	89.1273
TTC38	36.7452	43.0031
ACAT1	18.4313	66.0501
GRAMD4	20.3308	18.9198
CELSR1	12.1465	3.0662
WNT8B	0.0233	0
ZNF638	29.1356	22.5711
SLC25A40	6.4577	7.6683
TIMM21	7.2294	10.657
ADD2	2.1851	1.533
FGF4	0	0
RASAL2	10.2763	10.5233
VPS9D1	7.6188	4.314
ZNF37A	10.8567	5.416
MARK3	5.745	6.3085
SLC25A3	68.1911	112.419
FNDC3B	36.5303	32.7051
FOSL2	84.9029	42.9308
CACNG5	0.1321	0.0041
CACNG4	42.5009	3.647
FRYL	4.8041	11.7528
TMEM131	16.1638	14.767
FSCN1	166.7899	27.0564
ACTB	5130.3064	1528.584
MOCOS	11.6446	3.6315
PLD1	4.5938	7.9102
ATP12A	0.0113	0.0391
WDR62	9.7208	0.2116
DLG1	14.9728	14.1843
RAB7A	109.7503	111.4027
BCAP29	0.3992	0.2769
SEC31B	0.1572	3.8775
SART3	18.705	10.5156
ARHGAP15	0.6922	2.5423
TUBA3D	0.857	0.4404
PAX2	0.0548	0.0068
EXOSC7	14.0369	7.4053
KIFAP3	34.7604	20.7306
MKRN2	6.156	8.5893
MCM6	76.2488	20.6248
REXO2	24.811	18.8606
RBM7	5.7014	7.8142
RBMS2	11.3236	33.959
BAZ2A	23.1546	25.4883
PTPN23	33.2942	20.9213
MLH1	7.3497	11.2815
UNG	56.6618	47.7423
FMO4	1.9825	10.962
KLHL20	9.323	22.4706
RGS11	0.3536	4.7796
SLC46A1	2.045	3.4435
PLXNA2	12.0044	7.685
SPAG5	26.1716	1.5838
ANKRD13A	17.5075	13.4458
TPD52	65.6547	6.3185
ACACB	1.2074	196.7918
TRAF4	123.0636	4.5039
PAG1	4.4359	2.0883
GPATCH1	17.3166	7.0389
ICAM3	0.179	0.4035
NT5C2	10.8561	6.2747
MCAM	84.9202	320.9564
GPC4	40.6991	17.346
MBNL3	3.677	8.5233
CAMSAP3	24.6105	1.5238
RAP1GAP	14.3054	1.3684
XAB2	20.7495	23.3782
ARHGEF1	43.5254	11.8709
STXBP2	11.9117	1.448
MAP2K7	14.9541	12.2617
NMRK2	0.0437	0
DGKD	9.0519	6.417
CTTNBP2	0.6229	4.34
ACTL6B	0	0
RARB	8.1787	5.1263
TOP2B	99.5265	74.2033
TM9SF3	79.3439	104.3679
NFKB2	44.6984	10.519
UBE2T	38.8411	2.0954
PPP1R12B	4.0188	17.8773
DNAJC10	19.7455	12.4666
GTF3C1	26.1344	15.441
IL4R	25.8211	13.4131
USP33	22.4378	42.5874
PAK3	2.3405	1.9882
CAPN6	25.1878	13.3532
DCX	0.0538	0.2078
SNRPA	86.5164	36.263
SPAG6	0.0644	0.0223
EXOSC5	90.9642	15.1822
DYNC1I2	40.3475	44.157
APBB1IP	4.0768	36.964
LRCH4	2.7833	1.4713
FAM76B	3.3589	6.6077
SIRT6	12.3967	5.0368
TYR	0.0192	0
POLD3	8.0181	9.3051
ACTN2	0.1729	0.2142
CAPZB	42.2467	24.891
GPR137B	19.9408	23.3319
NAALAD2	0.2019	10.0627
JADE1	4.6246	17.6337
SLC25A43	27.9618	18.7159
UBE2A	40.1597	29.2837
FGFR1	9.7555	56.3979
FKBP6	0.0736	0
SMC1B	1.2553	0.061
FBLN1	134.5976	288.2787
ITGA8	1.4382	2.7132
CST7	11.4798	7.5757
MAP2	8.6668	3.9706
PIAS2	5.4405	4.1727
AMPH	0.5272	5.4944
ARAF	60.6366	44.7992
MCCC1	15.9721	50.5961
LAMP3	5.3257	1.2689
FAP	11.9654	9.8299
NEBL	32.5791	5.634
ACER3	3.7708	37.6209
UBE2K	36.0248	38.2573
PIK3C3	4.1081	7.7953
N4BP2	1.7444	3.5944
TIGAR	2.2137	1.2279
TULP3	31.6888	25.1394
SYNJ2	15.028	4.442
ADCY2	0.4222	1.0616
PPP2R5C	17.8749	22.3628
RBFOX1	0.0032	0.0055
GNB1	253.7066	152.2005
HOXA9	0.6087	6.2486
EDN1	10.494	11.1203
MLLT10	20.8435	8.8387
ZCWPW1	4.9775	7.681
ADCYAP1R1	0.5857	13.3679
FGF20	0	0.047
P2RY10	0.1535	0.5808
ITM2A	1.8975	145.672
VDAC3	58.8988	64.1624
PCM1	16.7531	34.8172
TNRC6C	5.757	8.3337
CBFA2T2	22.2068	6.8905
BRINP1	0.0386	0.8935
ITCH	19.2659	19.0174
PKD2L2	0.0536	0.1023
TP53INP2	28.9415	20.0867
SDF4	99.9695	53.2382
MYH7B	0.3328	0.745
BPIFB2	0	19.1904
TP73	1.2092	0.3453
TOLLIP	25.8025	25.6013
UBE2D4	10.5293	12.1319
CLUL1	0.986	0.2025
RUNX1T1	0.3908	8.0081
CDH17	0.1544	0.0781
THOC1	8.4801	5.8159
FKBP7	14.8066	19.8645
OSBPL6	4.2477	1.3032
SLC1A3	8.4261	50.8455
XRCC5	169.3775	126.2432
LXN	56.3246	21.9163
SP140	0.6972	0.5349
MKNK1	9.9098	9.5749
TNS1	36.3129	499.9085
REXO1	17.9763	6.1115
SAR1A	65.6058	101.1073
CDC14A	3.1194	3.1704
RAPGEF3	1.4879	13.6212
CEACAM1	91.0791	5.5505
SENP1	11.2456	7.9475
DUSP13	0.0212	0.0184
CIC	34.9751	14.8849
LIPE	1.3438	481.6447
FDFT1	32.0667	65.4324
PAFAH1B3	127.3228	4.086
OPHN1	7.1491	8.1521
AFM	0	0
KIF22	28.5761	5.9519
SCGN	0.2357	1.343
PGM1	122.7007	131.0067
DDX1	60.9783	35.8503
DNM2	23.7433	15.4144
EPB41L2	28.4432	79.2387
RIMS1	0.1522	0.1083
MOXD1	1.9488	1.5657
STX7	6.3972	18.1214
RABL2B	6.9287	5.6768
KEAP1	47.1024	34.9738
DDX43	7.2718	0.8419
PTPRH	4.5934	1.0357
DCT	0.0199	0.8723
SLC35C2	33.6412	10.8341
CRYBG3	9.4755	21.7902
EPHA6	0.0872	0.2132
SCTR	0.0292	2.1033
RFX3	2.4794	3.0682
RIF1	14.1177	10.9614
RAB21	6.7779	14.7942
SLC4A4	0.2835	10.7783
SMARCA2	29.1027	35.9579
RDH8	0	0.0865
SESN1	4.024	26.6831
MID2	6.1362	19.5038
COL5A3	17.8823	14.9079
SRCAP	0.5815	0.5264
CPB2	0	0.0065
CHRNA3	0.0314	0.7543
KCNN2	0.5065	0.1771
CNOT4	19.7828	11.9811
PSEN1	20.0695	20.7885
CPOX	12.296	9.5118
CLDND1	20.1497	25.7455
MOK	3.1792	1.8669
HSP90AA1	646.2901	452.4286
RBL1	11.0246	4.0392
DLGAP4	54.4504	15.8103
IGSF9B	0.0056	1.3687
CFHR2	0.0181	0
NDC80	29.721	0.6209
AP4E1	4.9122	5.3307
RSBN1	8.8317	12.4814
MAGI3	11.4094	6.6698
CXCL2	0.4283	2.4451
AFP	0.0156	0.3785
COL4A4	1.2024	0.5127
TCF7	2.9167	2.5979
OSTM1	9.192	28.3504
CDH7	0.0069	0.003
IMPG2	0.0717	0.0725
PCNP	97.2017	110.7803
EXD2	11.4561	14.8053
ARG2	3.0802	1.9892
MEF2C	6.8381	15.2169
PTPRC	1.9375	8.113
CACNA1S	0.0165	0.0071
PKP1	39.2109	7.5378
UBA5	13.0116	13.2241
STK17B	21.2469	11.5521
CDC14B	4.7776	14.7549
ZNF510	3.8258	10.0043
LRP2	10.5093	1.0234
ZNF506	2.8932	5.7574
JMJD4	7.3889	1.6345
DUSP12	39.1914	14.1202
AACS	9.7277	14.6407
SLC13A1	0	0
CADPS2	29.7099	15.2751
PCDHB4	1.4945	5.9231
PCDHA6	0.0244	0.1622
PCDHGA2	0.6385	1.7836
HSPB11	17.9597	8.8669
PHLPP1	9.5039	7.4577
ATP8B1	14.6321	9.0688
IL12RB2	10.6748	1.9256
SMARCD3	9.6261	9.7727
WDR70	22.1614	8.5346
MPP4	0.1013	0.0088
STRADB	18.1081	46.3471
BZW1	44.878	39.2392
PGR	1.0086	3.9491
C1QTNF3	5.1574	3.6922
ME2	8.7726	5.2014
C5orf22	33.3839	12.8054
CCNT2	9.8681	11.7929
FAM135A	4.1627	3.2877
COL19A1	0.0045	0.0079
EPB41L3	0.9322	13.7718
COBLL1	4.7897	28.1509
DLG3	25.2964	4.6403
KCNK2	3.1141	5.1794
SERTAD4	11.2652	17.9247
TRAF5	6.3766	4.0526
MRPL22	10.1042	8.2938
GEMIN5	17.3095	17.3107
OPRK1	1.4256	1.1142
NFE2L1	104.8625	176.9452
SEMA5B	0.4452	0.4217
GSK3B	20.091	10.8808
ITGB5	115.8123	104.0584
ERC1	12.3073	18.4706
XPO1	24.0133	15.2984
RNF13	27.6917	60.2111
TRPM3	0.015	0.1189
PALB2	6.233	6.0706
LYRM2	7.0918	7.9954
BCKDHB	8.4568	35.0319
KAT6A	5.5324	9.5919
ULK2	5.9563	12.6677
GRHL2	25.1908	4.4105
TNPO1	20.5089	29.7252
PLOD1	252.3654	56.5996
P2RX5	1.2517	0.0645
ITGAE	10.0138	5.2235
DIS3	11.5678	15.7782
PIBF1	8.7994	10.5196
TDRD3	6.7161	9.0487
NUFIP1	7.6994	4.7745
PDS5B	7.8852	10.2144
OXCT1	42.6301	101.5453
RRAGB	10.3099	17.4033
EPYC	3.5165	0.048
CYLD	9.573	11.5088
SLC27A5	3.631	1.0838
ZNF324	5.9638	2.5668
ZNF671	1.0312	3.9079
ZNF416	9.3909	5.2195
ZNF586	6.1732	3.9558
ZNF446	2.6999	1.2614
ZNF264	12.9317	7.0469
RPS5	467.3913	251.3366
FAT1	75.9464	40.7507
YTHDC1	24.7455	29.8694
CHMP2B	15.0237	16.6452
SMAP2	29.4855	28.79
PPIE	12.438	9.8876
ZMPSTE24	57.3015	46.6257
STARD7	139.4899	80.4214
NOA1	24.4078	27.2529
REST	13.3171	10.7437
HAL	0.0388	0.0925
SSH1	8.8685	9.1134
GSTP1	284.2111	271.2906
APLP2	185.3943	223.4712
SLCO1A2	0.0217	0.0789
WBP11	97.5322	38.8418
EIF3I	82.9032	38.0445
NKAIN1	4.4184	0.5083
COL16A1	52.6832	20.884
TXLNA	80.7653	35.3751
APOB	0.0202	7.3068
NCOA1	15.1252	30.0874
AGBL5	15.2151	12.8423
EFR3B	23.1779	0.4472
KIF3C	28.9504	5.5227
RAB10	160.9104	104.6322
GCKR	0.0475	0.0824
HADHA	204.0513	273.5816
MAPRE3	15.6783	15.9934
CAD	64.8409	12.7506
CD59	89.875	111.6792
CD82	50.4512	15.3194
BCORL1	11.4942	6.4828
ATRX	11.4843	15.637
AK6	9.4894	15.8923
FCN1	0.3617	1.5453
MYNN	7.5157	7.6737
MECOM	4.4184	9.2846
SCAMP1	15.2955	22.8019
PREP	20.6979	11.607
HACE1	2.3011	5.0919
SEH1L	18.9565	6.7209
WDR47	17.79	12.2284
WDFY1	18.1843	20.8654
OVGP1	1.3464	1.4766
SLC25A24	23.2341	20.4444
MAP3K4	9.2866	12.5459
PILRA	5.8169	4.5226
IGSF9	44.7607	0.8214
ABCB1	0.0932	6.4344
ZNF213	18.1705	5.0913
AKR1B1	31.4475	33.7959
CPNE3	68.2849	75.0546
RRN3	76.8743	36.8086
CTTN	81.5027	59.8196
WNT11	30.2823	26.644
MTIF2	38.3162	28.9572
DDHD2	9.6593	26.6474
TTC39A	13.3026	3.4571
EPS15	23.9536	48.1544
ORC1	15.2995	0.5268
MGST2	11.9547	26.8727
CHERP	32.2433	6.6396
ATG16L1	15.1411	10.1321
USP40	12.3578	13.3068
POMGNT1	49.8067	20.7711
RAD54L	8.4056	0.2971
MAST2	41.7693	13.3532
DNAJA1	192.8863	131.1859
B4GALT1	136.5906	60.6793
CHMP5	56.5731	77.5261
NFX1	15.7311	20.4781
AQP6	0.1265	0.2362
DIMT1	2.7616	3.9189
IPO11	7.6233	9.813
FOLH1	2.6374	2.3764
EIF2AK1	176.0601	52.6052
NME8	0.041	0.2488
EPDR1	14.3045	42.8178
SNX10	6.8511	31.6267
SEPHS1	115.8744	32.4296
MRPL28	37.1478	22.0527
HBQ1	0	0.0819
ITPKC	62.8421	18.2125
CEACAM6	19.2425	0.2928
FAT2	1.874	2.3217
RBM22	31.6036	30.2775
TMED2	289.1795	160.7381
ZFAND6	40.7742	47.7363
HSD17B2	0.1047	0.1453
TXLNG	24.0797	27.1658
PPEF1	2.3577	0.1232
LAT2	2.9421	2.342
HUWE1	115.6215	50.0786
ZW10	23.5275	18.4888
ALG9	0.9212	4.0588
MYBPC2	0.3891	0.0465
NOX4	7.5428	8.7829
ACOX3	23.9487	12.6455
MTMR2	11.4975	8.6123
PPP1R15A	127.2535	29.2931
HSD17B14	58.9591	12.1403
TRIP6	115.1521	38.2355
ACHE	1.2982	0.5948
FTL	8751.3346	9436.8435
SRRT	86.7879	22.2224
BAX	85.0555	11.4905
NLK	10.9856	8.1203
PIGS	27.0312	35.7705
ADAMTS2	26.4323	23.4558
TMPRSS11E	0.9396	0.1019
ATXN7L3	42.8643	17.5819
PGS1	23.3397	7.4254
PSMC5	94.695	45.3117
UIMC1	22.8805	11.3006
CETP	1.5597	11.0246
MMP2	241.4612	494.2023
MT3	1.3373	0.0258
LPCAT2	14.2684	10.9099
GNAO1	0.1063	0.6154
OGFOD1	17.0433	13.3723
SH3BP2	9.0269	9.3608
NOP14	24.1836	16.0116
ADD1	33.1051	69.9398
L2HGDH	3.8791	5.4152
TXNDC16	6.3252	14.7918
NID2	18.3048	15.5219
GMCL1	15.6764	18.3
SF3B2	78.7577	56.5701
KLHL42	10.8542	10.4726
GNAS	800.5443	175.1658
DNM1L	32.6903	24.7065
PTHLH	11.3272	0.8387
PHACTR3	0.0981	0.0709
ERGIC2	16.4262	18.2405
TFAP2C	55.6813	13.2792
AURKA	51.0882	1.7585
CASS4	0.3347	0.5463
PIR	13.3081	25.493
AAMDC	7.8066	15.8334
RFX2	1.7777	3.5352
METTL2A	12.8911	6.5871
SULT2B1	14.5383	1.175
ALG6	9.7481	5.3229
CNOT3	38.9156	8.6779
GP6	0.8676	0.048
PTPN4	4.4198	9.7874
DDX18	54.0618	24.616
KHSRP	87.4344	51.0259
GNA11	20.5139	18.657
ASAP3	51.936	24.0114
EDEM2	57.7345	26.6872
DNMT3B	17.5011	0.9813
REM1	4.2682	3.3885
TPX2	146.4197	3.0246
PDRG1	52.6999	14.8137
EPB41L1	43.2588	33.1047
SLC15A1	1.2681	0.0822
DOCK9	16.1177	20.0692
ANKRD10	36.8502	37.8546
TGDS	9.5094	14.3894
DOCK3	11.2181	0.3721
C3orf18	5.0141	10.5372
COQ9	17.0746	20.6478
TMEM40	3.7683	1.3649
KIF9	3.1224	1.4447
ARHGAP28	2.0106	2.786
CRLS1	0.3812	0.9433
DEFB127	0	0
PPP1R13B	7.9015	6.4996
ATRN	45.8678	28.8987
SMOX	26.5905	2.6878
SIGLEC1	5.9411	16.4111
FKBP1A	161.5647	72.7382
NSFL1C	48.3216	26.9182
SLC4A11	10.9171	2.0037
ZNF343	10.6389	6.365
EBF4	4.0863	3.397
CPXM1	15.9388	16.3352
MAVS	39.5272	39.4021
LZTS3	32.0089	4.2347
F11	0	0
XRN2	131.0631	67.1383
KIZ	6.7556	11.1019
DYNLL1	226.0526	110.9703
TESC	1.2694	4.0214
SNX5	25.4527	45.2985
RPL6	243.676	339.3615
SIRPG	0.1113	0.4053
MAPKAPK5	6.4457	4.4686
P2RX7	0.8997	1.3809
ESF1	26.825	17.7866
RBBP9	27.6158	18.9943
ANAPC5	22.8577	19.9457
SLC23A2	14.8373	17.9148
SLC8B1	10.0484	14.4294
TMEM230	70.959	142.0464
DZANK1	2.6761	1.8827
KDM2B	5.8929	2.3806
CFAP61	0.0756	0.1093
LHX5	0	0
TASP1	11.04	7.438
OAS1	28.0435	10.6953
RPLP0	750.1943	515.2585
PXN	18.7208	18.0559
SIRT4	2.4907	2.8681
RPH3A	0.0097	0.0253
KIF16B	12.7335	13.3975
TRMT6	32.5118	7.2172
CHGB	0.0224	0.1362
PEBP1	481.0913	648.0367
TBX5	1.0444	4.4506
BRAP	12.8168	18.5213
ERP29	139.2619	68.1464
NOS1	0.0114	0.0429
FUS	112.0771	35.2641
IGBP1	48.9585	81.8028
FXYD5	391.7394	47.6959
ZNF302	15.9245	20.3619
GRAMD1A	66.6475	12.554
FXYD3	1.7959	0.2596
HEPH	38.4123	6.6123
CDIP1	14.4526	16.9979
CMTM1	0.7833	0.9451
KCNH4	0.1581	0.2627
GANAB	345.8154	189.4293
GMIP	14.7278	5.4521
RBM41	5.9537	4.9149
BIRC5	71.096	0.9527
LAG3	0.7347	1.1893
MLF2	210.1769	78.4679
OTUB2	2.153	0.8774
DDX24	39.82	55.3696
ZBTB25	1.1104	3.1473
NECAP1	5.3843	7.0334
ARHGAP4	3.228	4.5983
ANKRD24	0.2454	1.1992
DHX32	39.84	15.632
RCOR1	16.4037	16.7032
GPATCH2L	3.5265	5.0281
LTBP4	18.1801	88.1869
BLVRB	137.8695	91.0986
SLC9A1	32.6515	16.6232
SPTLC1	23.833	34.7322
